text,value
تنها ايرادي که ميتونم ازش بگيرم محل قرار گرفتن فلاششه که مزاحم انگشت اشاره دست چپه.,-1
اسکنر این دستگاه نیز همانند چاپگر آن از کیفیت و عملکرد مناسبی برخوردار است.,+1
بياد ميخرمش.,0
اين تبلت خيلي عاليه و رقباش ايپد و نوت ١٠ و البته تو بيشتر موارد از نوت بهتره و کاملا ارزش خريدنو داره .,+2
حدود 3 ساعت به طور مداوم کار گرافيکي و مونتاژ سنگين باهاش انجام داديم و به خوبي از پس پردازش اون بر اومد.,+1
این پردازنده همان مدلیست که در گوشی Galaxy Nexus نیز استفاده شده است و پردازنده فوق العاده قدرتمندیست.,+2
"برای مثال مدل 15.6 اینچی که از پردازنده Core i3 و کارت گرافیک مجزای GeForce GT 520MX استفاده می‌کند،  در تست مرورگری اینترنت از طریق Wi-Fi و روشنایی صفحه متوسط،  توانست بیش از 6 ساعت شارژ دهی کند که میزان بسیار خوبیست.",+2
سه ماهي ميشه که با همکاري يکي از دوستان اين لب تاپ رو خريدم البته با وسواس زياد هرچي تو ديجي کالا گشتيم در اين رنج قيمت بهتر و کاملتر از اون نبود انصافا هم چه از نظر ظاهري و چه از نظر داخلي حرف نداره قيمتش هم  از بازار ارزونتر بود از ديجي کالا بابت سايت خوبش ممنون ,+2
اما برگ برنده ی بزرگ P7700 لنز آن است.,+2
سرعت شاتر این دوربین در هنگام فیلم برداری از 1/4 ثانیه تا 1/4000 و در هنگام ضبط عکاسی از 30 ثانیه تا 1/4000 ثانیه می باشد.,0
"لازم به ذکر است که از منوی Notifications این تبلت،  می‌توان بین سه حالت روشنایی صفحه نمایش یعنی Standard IPS،  Super IPS+ و حالت Power Saving سوییچ کنید.",0
واقعا زيبا و خوش دست و اعتياد آور وقتي اولين بار ايفون 2g رو تو دستم گرفتم و قفل صفحه نمايش اونو باز کردم احساس کردم دوسش دارم پوشش Oleophobic روي صفحه نمايش نميزاره که انگشت روي صفحه نمايش موقع کشيدن گير کنه و به همين دليل لمس کردن ايفون لذت بخشتر از لمس کردن گوشيهاي لمسي ديگه است که اين 100% اعتياد آوره و اونايي که ايفون دارن موقعي گوشيشونو عوض ميکنن که بخوان اونو به ايفون جديد ارتقا بدن ios مثل زندان ميمونه فقط با همون محيط کاربري بايد کار کني به نظر من اين خودخواهيه*به قول استيو جابز ما بهتر از مصرف کننده تشخيص ميديم که مصرف کننده چي ميخواد* اما رابط کاربري رو اينقدر ساده طراحي کرده که از بچه کوچيک گرفته تا پيرمرد راحت ميتونه ازش استفاده کنه  در کل دوستاني که تو انتخابشون بين ايفون5 با گلکسي نوت2 گير کردن و دو دل هستن موقعي به آرامش ميرسن که هر دوتاشو با هم داشته باشن,+2
کيفيتش هم اصلا پايين نيست که بيشتر سايت ها نوشتن کيفيت مورد قبولي نداره که در اشتباهند.,+2
"cpu= dual-core armv7 
cpu frequency= 196 .",0
"سيستم عامل اندرويد خيلي باگ ها داره که هنوز هم برطرف نشده ،  براي مثال برنامه ي اتصال به اينترنتش يا برنامه ي مپ که بسيار کند و کسل کننده است.",-2
حتی می تواند فشار آب تا عمق 60 متری را به راحتی دوام بیاورد.,+1
این برنامه پیش از این فقط با اتصال Wi-Fi کار می‌کرد که هم اکنون 3G و 4G را نیز پشتیبانی می‌نماید.,+1
اميدوارم اين بلا سر هيچ کسي نياد.,-1
(البته الان با وجود برنامه سيب اين کار راحتتر شده)کيفيت صفحه نمايش نوت ميگن بهتره ولي کيفيت بازي و برنامه ايفون ديوانه کنندست.,+1
"همان‌طور که انتظار داشتیم،  مرورگری اینترنت با GALAXY Tab 2 10.1 بسیار لذت بخش است.",+2
"به نظر من گوشي خيلي عالي هستش
",+2
"CyberLink’s PowerCinema NE برای مرور محتویات دوربین و فعال کردن کارکردهای Direct DVD/Direct Back-Up،  برنامه PowerProducer 3 NE برای ثبت آسان اطلاعات بر روی DVD و PowerDirector 5 NE Express نیز برای ویرایش تصاویر به کار می‌روند.",+1
لرزش دست رو به بهترين حالت ميگيره,+2
عملکرد عالي کينکت بدون نياز به وسيله اي که خيلي عالي حرکات شما رو شناسايي ميکنه.,+2
اگر کمي حوصله به خرج بدين و برنامه itunes رو به خوبي پياده و اجرا کنين هيچ مشکلي براي نصب APPs در ايران نخواهيد داشت .,+1
"طراحی زیبا،  ابعاد مناسب،  وزن کم،  جدیدترین نسخه سیستم عامل اندروید و پردازنده قدرتمند این تبلت را به انتخابی شایسته برای طرفداران تبلت های اندرویدی تبدیل می‌کند.",+2
"ولي در کل نسبت به قيمتش يک تبلت فوق العاده اي هست،  که تو 2012 از سامسونگ معرفي شده.",+2
همچنين از نظر باطري هم خيلي قوي تره  و در اخر هم خيلي از اين تبلت خوشگل تره,+2
گرافيک کدوم بيشتره ؟,0
ممنون از ديجي کالا ,0
با يک اندازه با يک مشخصات سخت افزاري و البته مقدار زيادي پول بعد از آن هم کلي محدوديت.,-1
با این حال این سیستم عامل کلیه نیاز های اولیه کاربران را پاسخگو می‌باشد.,+1
تنها نقطه ضعف تو ذوق زنش حافظه کمشه.,-1
"در حقیقت می‌توانیم به سادگی همین‌جا بگوییم که اگر کیفیت صفحه نمایش لپ‌تاپ برای شما اهمیت ویژه ای دارد،  این لپ‌تاپ تنها انتخاب شما باید باشد.",0
ظاهر واقعا زيبايي داره اگه پردازندشم 2هسته اي بود ديگه حرف نداشت طراحي واقعا زيبايي داره.,+2
خوبه اما متاسفانه خرابي هاي هاردش زياده!,-1
فقط ۲ تا نقطه ضعف داره به نظرم!,-1
موسيقي ) خودتون رو استريم کنيد روي تلويزيون با نرم افزار all share  که روي گوشي هاي سامسونگ گلکسي هستش2.از طريق نرم افزار all share ميتونيد فيلم ها.,0
این دوربین مجهز به فن آوری لرزش گیر اپتیکال intelligent O.,0
و صفحه ي لمسش عکس و العمل پاييني داره به طوري که گوشي قبليم (nokia c7) در سرعت صفحه لمسش هيچ تاخيري نداشت.,-1
یا اینکه بین مودهای لرزش گیری Standard Steady Shot یا Active Mode انتخاب کنید که تا 10 برابر بدون هیچ گونه عارضه‌ی جانبی مؤثر تر است.,+1
از اين نظر مي گم عالي چون واقعا تاچش عاليه از نظر نرم افزاري من تمام بازي هاي hd رو روش نصب کردم و با هيچ مشکلي برنخوردم سرعتش با اين بازي هاي HD رو روش نصب کردم هيچ تغييري نکرده و برنامه هاي با حجم زياد رو به سرعت باز مي کنه!,+1
"ضمنا این مدل اسکنر تا 32 گیگابایت حافظه را می‌تواند پشتیبانی کند که اگر با کیفیت معمولی اسکن کنید،  ظرفیتی معادل 25000 صفحه A4 را در اختیار شما قرار می‌دهد.",0
جمع بندی در نهایت به راحتی می‌توان گفت که Galaxy S III یکی از بهترین گوشی های اندرویدی ساخته شده تا به این تاریخ است.,+2
اما android مال هزار تا شرکت ( SAMSUNG htc SONY LG MOTOROLA acer HUAWEI ASUS ..,0
"سلام من هم چند روزي هست که يکي خريدم,مشکلش در شناسايي wifiو نصبgprs",-1
"سلام
من اين گوشيو چند وقته که از ديجي کالا گرفتم
فقط در اين حد بهتون بگم که واقعا عاليه و تنها موردي که ميخوام بهتون بگم تا توجه بهش داشته باشين اينه که اين گوشي فايل منيجر نداره و برنامشم وجود نداره که دانلود بشه (البته بصورت رسمي و بدون دستکاري در سيستم(منظورم هک کردن گوشيه)) و براي نصب برنامه و بازي حتما بايد از طريق اينترنت اقدام کنين
ديگه مشکلي نداره
فقط يکم بنظرم مصرف باتريش بالاست
من قبل از اين آيفون 4 داشتم که اونم از ديجي کالا گرفته بودم
خلاصه براي خريدش شک نکنين(با توجه به اون دو مورد بالا)",+1
"درست که کیفیت عکس‌های گرفته شده با این دوربین 5 مگاپیکسلی به خوبی عکس‌های گرفته شده با iPhone 4S یا iPhone 5 نیست،  ولی در مجموع،  عکس‌ها کیفیت رضایت بخشی دارند و اصلا قابل مقایسه با مدل قبلی نمی‌باشد.",+1
"عکس های گرفته شده در فضاهای خارجی از کیفیت بسیار خوبی برخوردار هستند ولی در فضاهای بسته،  به خصوص در شرایط نوری ضعیف،  به دلیل عدم وجود فلش،  عکس ها دارای نویز بوده و از کیفیت خیلی بالایی برخوردار نیستند.",-1
از ديجي کالا هم نهايت تشکر رو دارم که بهترين قيمت ها رو داره.,+1
من چند وقت پيش آپديتش کرم به ورژن 4 و در کمال ناباوري آنتن و شماره سريالش پريد!,-1
و سي پي يو ي بسيار قوي اي داره !,+2
سرعت به صورت چشمگيري پايين مياد,-1
ظاهرا دستگاه به درستي کپي خور نشده بود.,-1
همه چیز بسیار سریع و بدون هیچ‌گونه کاهش سرعتی بوده و از Flash نیز به طور کامل پشتیبانی می‌شود.,+1
این لنز مجهز به لرزش گیر اپتیکال تصویر Steady Shot نیز هست که باعث می‌شود لرزش دست شما در عکسی که می‌گیرید تاثیر نداشته باشد تا عکس تار نشود.,+1
"HTC Windows Phone 8X گوشی بسیار قدرتمندیست  که با طراحی زیبا و رنگ‌های جذاب خود و جنس پلی کربناتی بدنه که طبق رسم HTC از بهترین مواد تشکیل شده است،  با معرفی توسط این کمپانی،  توجه بسیاری را به سوی خود جلب نمود.",+2
"سامسونگ بهبود های قابل توجهی در این مدل ایجاد کرده است ولی در بعضی از موارد،  این تبلت یک پله به عقب رفته است.",-1
"توجه:
به هيچ عنوان گول يک سري از افراد سودجو که براي فروش کنسول هاي خود مي گويند کنسول آنها به طور کامل هک شده است و تمامي ريجن ها را اجرا مي کند نخوريد چون همچين چيزي وجود ندارد و تمامي مدل ها داراي قفل منطقه اي براي بازي ها مي باشند.",0
فقط و فقط قاب گوشي کيفيت ساختش کمه از کنار دوربين هميشه يه ترک جزئي بر ميداره!,-1
سلام  سه چهار روزي ميشه که اين به اصطلاح دوربينو گرفتم اصلا  از کيفيت عکساش راضي نيستم در حد 5 يا 6 مگا پيکسله  فيلمي هم که باهاش ميگيري هي گير ميکنه صداشم قطع و وصل ميشه,-2
سنسور تصویر 16 مگاپیکسلی CMOS این دوربین دقیقا همانی است که بر روی دوربین F600 سال گذشته و دوربین همزمان معرفی شده‌ی F770 هم وجود دارد و از این لحاظ هیچ تغییری بین این سه به چشم نمی‌خورد.,0
بخش استراحتگاه مچ دست بزرگ و کاملاً صاف بوده و فضای کافی را برای مچ دستان فراهم می‌کنند.,+2
ايفون 5 عالي هست ولي کامل نيست.,+1
حدود دو هفته بعد از خريد بود که متوجه شدم دستگاه در خواندن بازي هاي کپي مشکل داره و بعضي را اصلا نميخونه و برخي هم در حين بازي هنگ ميکنه.,-1
رنگ‌های تولید شده بسیار زنده و طبیعی بوده و نویز تصاویر نیز کم است.,+2
اما رم اصلا خوب نيست اگه براي خودم ۴۵۴۰ بخرم حتما رمشو به ۸ ارتقا خواهم داد !,-1
"بر خلاف مدل‌های گذشته،  نسل پنجم iPod Touch دارای مدل‌های 8 و 16 گیگابایتی نبوده و ارزان‌ترین مدل،  دارای حافظه داخلی 32 گیگابایت می‌باشد.",0
این در حالی است که درون آن یک حافظه‌ی 2 گیگابایتی وجود دارد و از کارت حافظه‌ی Micro SD تا سقف 32 گیگابایت نیز پشتیبانی می‌کند.,+1
بالاخره وقتي همه شرکتها روي محصولاتشون کابل ارت دار ميذارن به فکر خنثي کردن اين نوسانات هستن ديگه و خيلي مشکل ساز نيست.,0
cpu چهار هسته اي با 1.4 گيگاهرتز و رم 2 گيگا بايت خيلي عالي هيچ ضعفي در اون نديدم ,+2
"متاسفانه بر خلاف مدل پیشین،  PadFone 2 دارای کیبورد جداگانه نبوده و نمی‌توان از آن به عنوان یک نت بوک استفاده کرد و این موضوع ممکن است باعث شود که تعدادی از دارندگان مدل پیشین،  تمایل خود را برای ارتقا به PadFone 2 از دست بدهند.",0
"همچنین اگر سرعت کپی برای شما از اهمیت بالای برخوردار است،  باید به سراغ دستگاه های کپی رفته و شاید مجبور به پرداخت هزینه ای بیشتر از این باشید.",0
همچنین نسخه 3 از فناوری بلوتوث و فناوری DLNA نیز بر روی این تبلت وجود دارد.,0
با اين چيزا نميتونه از Galaxy S III بهتر باشه,-1
به صرفه نيست,-1
کيفيت ساخت خوب Asus با همکاري Google2.,+1
من که فروختم و الان sx260 کنن خريدم فوق العادست همه چيزش.,+2
"با وجود رقبای سر سختی مانند Samsung Galaxy S III و HTC One X ،  به نظر می‌رسید اپل برای تبدیل شدن به بهترین،  کار بسیار سختی را در پیش دارد.",0
امکانات بسيار کمي‌ داره نسبت به خارج از ايران.,-2
اين گوشي از هر جهت از Optimus Black بهتره.,+1
"مدتيه که اين دوربين رو از ديجي کالا خريداري کردم
لازم دونستم چندتا نکته رو به اطلاع کساني که قصد خريد اين مدل رو دارند برسونم
اول از هرچيزي توجه داشته باشين که صفحه لمسي اين دوربين مقاومتيه
کابل HDMI  نداره و بايد جداگانه تهيه بشه
با توجه به ژاپني بودن دوربين منوي شروع به زبان ژاپنيه و تمام محتويات دفترچه راهنماي دوربين به زبان ژاپني نوشته شده!",-1
کیبورد Retina MacBook Pro شباهت بسیاری به کیبورد استفاده شده در MacBook Air دارد.,0
ولي خوشبختانه هارد سالمه ولي با اين کلک از گارانتي خارج ميکنن پس مواظب باشيد هنگام خريد هاردو باز کنيد حتي اگر توي پکشون باشه.,+1
"اولین نکته اعجاب انگیز قلم جدید،  قابلیت تشخیص میزان فشار بر آن می‌باشد.",+1
علاوه بر آن مود Program هم وجود دارد که بیشترین اختیار در تنظیمات نور دهی را در این دوربین به شما می‌دهد.,0
با سلام خدمت همه ي دوستان عزيز.,0
در کیفیت FastRes 600 این کار 10 ثانیه طول کشید.,0
تمام نوت‌بوک‌های سری X مجهز به بلندگوهای قدرتمند ساخت کمپانی Altec Lansing می‌باشند تا صدایی قدرتمند را تولید کنند.,+2
بهترين نسخه آندرويد .,+2
ولي با طراحي بي نظيرش و يا طراحي سفارشي که دارد ميتواند انتخاب خوبي براي کاربران نوجوان خود باشد.,+1
صفحه نمايش آنچنان شفافي نداره ولي کيفيتش خوبه.,0
یکی از مهمترین و بهترین امکانات اضافه شده در GALAXY Tab 2 7.0 سیستم عامل آن است.,+2
هر برنامه و بازي که خواستيد با خيال راحت بريزيد و از اجراي آن مطمئن هستيد.,0
"به طور کلي، سه هسته موجود در اين پردازنده به صورت موازي و در فرکانس ۲/۳ گيگاهرتز فعاليت مي‌کنند که اين عامل باعث افزايش کارايي اين واحد پردازشي در محاسبات پيچيده مي‌شود.",+1
1.,0
پول يک گوشي موبايل در حد معموليه!,0
اگر به دنبال يک گوشي با امکانات بالا که آن را دست هرکسي نميبينيد هستيد.,0
چون فلاش خودش بسيار قدرتمند مي باشد و ديگر نياز نيست يه فلاش هميشه تو کيفتون باشه.,+2
رنگ‌های تولید شده بسیار زنده و طبیعی بوده و نویز تصاویر نیز کم است.,+1
) جاي قرار گرفتن فلاشه که اولين عکسي که ميخواي بگيري فلاش باز ميشه و مياد بالا که بايد حواست باشه به انگشت اشاره دست چپت برخورد نکنه.,0
حرکت دادن صفحات بسیار روان بوده و در ضمن به طور کامل از Adobe Flash پشتیبانی می‌شود.,+2
بر روی قاب پشتی گوشی هم دوربین به همراه فلاش LED محصور در یک قسمت فلزی به همراه بلندگو و یک لوگوی LG به چشم می‌خورند که منظره خوبی را برای قاب پشتی گوشی به وجود آورده‌اند.,+1
"اگر در حالت خوش‌بینانه بتوانیم بگوییم که افراد دارای دست‌های بزرگ قادر خواهند بود با گلکسی نوت با یک دست شماره گیری نمایند، اما به واقع حتی برای همان افراد هم ما تصوری مبنی بر امکان کار و شماره گیری با یک دست با Optimus VU را نداریم.",0
"این قابلیت که Direct Call نام دارد، به شما این امکان را می‌دهد که هنگام SMS زدن، با نزدیک کردن گوشی به سمت گوش خود،  با شخص مخاطب تماس بگیرید که قابلیت بسیار کاربردی است.",+2
"اپل با وجود سيستم عامل عالي اش هميشه خوب بوده نه عالي ،  پردازنده جديدش بحث برانگيزه ،  اما اپل در اين مدل جديد نو آوري چنداني نداشته و به وضوح سير نزولي اين شرکت پس از مدلهاي 4 اس و  5 را ميشه ديد و مي توان اين نزول را از نبود استيو جابز افسانه اي دانست .",-1
من يکيشو امتحان کردم .,0
"جمع بندی بعد از تصمیم نوکیا برای استفاده از سیستم عامل ویندوز 8 بر روی گوشی‌های خود مانند لومیا 820 و لومیا 920،  همینک HTC نیز با معرفی 8X و 8S به بازار،  دو مدعی جدید را برای گوشی‌های ویندوزی ارائه نمود تا کار را برای نوکیا که ویندوز 8 را راه احیای خود میدانست سخت‌تر نماید.",0
کدوم سيستم عامل آينده ي بهتري داره ؟,0
"دو سيمکارت،  دو هسته اي،  صفحه نمايش 4.3.",0
کساني که مي خواهند گوشي بخرند من اين گوشي را معرفي مي کنم گوشي خوبي است.,+1
به طور مشخص سیستم مدیریت انرژی کار خود را بسیار عالی انجام می‌دهد.,+2
محشره,+2
بنابراین از نظر پورت‌ها و کنترل های فیزیکی خیلی خلوت است و حتی دکمه‌ی شاتر دوربین هم وجود ندارد.,-1
حافظه رم 1 گیگابایتی این گوشی نیز  به نظر بسیار زیاد و مناسب می‌رسد.,+2
"اما مهم‌تر از تست‌های جاوا،  تست‌های گرافیکی هستند که نتایج جالبی را به ما ارائه نمودند.",+1
منم اولش آيفون 4S خريدم فکر ميکردم دنياييه واسه خودش.,0
"در حالت عادی فن‌های این نوت‌بوک هیچ‌گونه صدایی تولید نمی‌کنند و حتی هنگامی که بار محاسباتی پردازنده،  صد در صد باشد،  صدای تولید شده توسط سیستم خنک کنندگی دستگاه،  بسیار کم است.",0
به صرفه نيست و تنوع رنگ هم نداره.,-1
GPRS نداره.,-1
گوگل قصد دارد خواندن کتاب‌ها و مجلات الکترونیکی را به یکی از کاربرد های مهم تبلت خود تبدیل کند به همین دلیل تعدادی از کتاب‌ها و مجلات مطرح و پرطرفدار را در فروشگاه خود عرضه کرده است  و به طور کلی می‌توان گفت که خواندن کتاب‌های الکترونیکی بر روی صفحه نمایش هفت اینچی Nexus 7 تجربه خوبی خواهد بود.,+1
منو عاليه.,+2
"واحد پردازش گرافيکي اين کنسول،  در فرکانس ۵۰۰ مگاهرتز کار مي‌کند و با استفاده از فن‌آوري ۹۰ نانومتري طراحي شده است.",0
"علاوه بر روش های مختلف اتصال دوربین به بدن ورزشکار که منجر به ثبت تصاویر از زوایای دید بسیار جذاب و طبیعی می شوند،  این دوربین باید از ویژگی های محافظتی خوبی هم بهره ببرد تا در صورت مواجه با خطرات مختلف از قبیل ورود ضربه یا خیس شدن دوام بیاورد.",+1
و اين خيلي بهتر است از اينکه گوشي شب 20% شارژ داشته باشد!,+1
لنز این دوربین فاصله‌ی کانونی 28-140 میلی متر را پوشش می‌دهد که توانایی زوم 5 برابر را فراهم می‌آورد.,0
.اما هميشه با معضل انتقال اطلاعات روبرو بودم.,-1
"اما در این میان،  دوربین‌های کامپکتی نیز وجود دارند که با هدف سالم ماندن و عکاسی کردن در شرایط سخت ساخته شده‌اند.",0
رزولوشن 1280×720 پیکسلی این صفحه نمایش باعث می‌گردد که متن‌ها در آن بسیار واضح و خوانا به نمایش درآیند.,+2
فقط کسايي که قبلا با رتيناي اپل کار کرده باشن يکم براشون بي کيفيت بنظر مياد که خب طبيعيه.,-1
خيلي کار کردن باهاش جالبه فقط مشکلش قلمي بودن باطريه که نياز به شارژر جدا داره.,+1
فقدان چشمی اپتیکال باعث شده که این دوربین پیشانی کوتاه تری داشته باشد.,0
"گوشي خوبيه، ولي به صرفه نيست",-1
این زیبایی زمانی بیشتر به چشم می‌آید که تبلت را روشن می‌نمایید و هماهنگی بین قالب قرمز رنگ منتخب فوجیتسو با بدنه دستگاه را مشاهده می‌نمایید.,+1
با استفاده از PictBridge می‌توانید دوربین را به رایانه متصل کنید و با سرعت بسیار زیادی به انتقال عکس‌ها و فیلم هایی که گرفته اید بپردازید.,+2
"بسیار خوب،  همانطور که گفتیم،  P520 دوربینیست که در بالاترین سطح دوربین های شبه SLR نیکون قرار می گیرد.",+1
خطای بشکه نیز در کمینه‌ی فاصله‌ی کانونی 25 سانتی متر خیلی خوب کنترل می‌شود و فلاش داخلی نیز با نور مناسب و عدم ایجاد اثر سرخی چشم عملکرد خیلی خوبی دارد.,+2
شايد در ظاهر فرکانس سي پي يو تگرا 3 اينفينيتي بالاتر باشه ولي همانند اچ تي سي وان ايکس در عمل از اکسينوس  4 ضعيف تر عمل ميکنه.,-1
حرف نداره,+2
"در کانفیگ‌ها‌ی مختلف آن،  سخت افزارهای قدرتمندی قرار گرفته است تا بدین ترتیب با یک نوت‌بوک کاملاً سریع و کارآمد مواجه باشید.",+2
"نرم افزار نسخه 4 سیستم‌عامل قدرتمند و محبوب اندروید، سیستم عامل منتخب ال جی برای این گوشی می‌باشد.",+2
"من الان يک ساله دارم ازش استفاده ميکنم
تا حالا هم مشکلي پيش نيومده خيلي ازش راضيم",+2
توانایی زوم 5 برابر هم برای آن خیلی مناسب است ولی از همه بهتر کمینه ی نسبت کانونی f/2.8 آن است که باعث می شود عملکرد این دوربین در شرایط نوری ضعیف خیلی بهبود یابد.,+2
بهترين وسيله براي نگه داشتن بکاپ با امنيت بالا با استفاده از نرم افزاري که تو خودش داره.,+2
همچنین پردازشگر گرافیکی این دستگاه نیز از نوع VideoCore IV می‌باشد.,0
طراحی و ساخت گوشی‌های کمپانی تایوانی HTC همیشه به کیفیت ساخت بالا معروف بوده‌اند و گوشی One X Plus نیز از این قاعده مستثنی نیست.,+1
کيفيت بدنه بسيار پايين .,-2
باتريشم خوبه,+1
"لازم به ذکر است که ایسوس دلیل  اصلی قرار دادن این نوار پلاستیکی را،  بهبود کیفیت Wi-Fi و GPS دستگاه اعلام کرده است.",0
"ولي متأسفانه امروز موقع مشاهده تصويري 
ناگهان تصوير خاموش شد ولي صدا ماند.",-1
"• شارژ قدرتمند ـ شرکت مايکروسافت يک شارژر پيشرفته را براي شارژ باتري هاي موجود در دسته‌هاي بي‌سيم قرار داده تا کاربر بتواند با استفاده از آن،  در مدتي کوتاه،  باتري دسته‌ي بازي خود را شارژ کند.",+2
3.صفحه نمايش فوق العاده است بنده اس 2 هم داشتم اما ion زمين تا آسمون در صفحه نمايش از اس 2 و خيلي گوشي ها بازار بهتره نمره 9 از 10.4.,+2
در مجموع کوچکی دستگاه این امکان را به شما می دهد که به راحتی آن را درون کیف خود گذاشته و حمل کنید و هر جا که نیاز به تهیه کپی یا اسکن از صفحات یا مدارکی داشتید استفاده کنید.,+1
در کل مشکل خاصي نداره و خيلي کار با اين گوشي لذت بخشه.,+1
شاید این ویژگی در هنگام اسکن متن چندان به چشم نیاید ولی در هنگام اسکن عکس می‌توان عملکرد مناسب این اسکنر را مشاهده کرد.,+1
توصيه مي کنم حتما يه کارت حافظه براش بگذارين چون حافظه در دسترس کاربر در حد يک گيگا بايته.,0
"سابقه کمپاني در ساخت گوشي،  من خودم طرفدار برند اسوس هستم و وقتي پدفون رو توليد کرد واقعا لذت بردم ولي اکنون وقت خريد اسمارت فون از اسوس و سوني نيست!",-1
سلام.,0
"البته این کاهش ضخامت و وزن،  عواقب اجتناب ناپذیری را به همراه داشته است که مهم‌ترین و بارزترین آن،  عدم وجود درایو نوری بر روی دستگاه است.",-1
این در حالی است که A1300 از چشمی اپتیکال بهره می‌برد و این فرقش با A810 را می‌سازد.,0
حتي نسبت به کنون S5 که 8مگاپيکسله کيفيتش کمتره!,-1
کاملاً ازش راضي هستم .,+2
"یکی از راه های به همراه داشتن این دوربین،  بستن آن به قسمت سر،  به وسیله ی سربندی است که درست شبیه به سر بند هدلایت ولی کاملا با کیفیت و قدرتمندتر می باشد.",+1
در مورد پخش فيلم نيز خوب عمل مي کنه.,+1
علاوه بر اين مورد کمبود WiFi داخلي و سر و صداي زياد درايو نيز مشکلات ديگر است که اميدواريم در ورژن هاي بعدي حل شوند.,-1
البته این باعث می‌شود که در هنگام استفاده از گوشی نگرانی کمتری برای مراقبت از آن داشته باشید و به هر صورت از سنت همیشگی محکم و قابل اعتماد بودن گوشی‌های نوکیا در این گوشی هم استفاده شده.,+1
مطالبي که عرض کردم به سادگي قابل قضاوت است!,0
سلام .,0
گلسي اس 2 پلاس راهي هموارتر و راحت تر از نسخه ي قبلي خود جهت آپديت هاي نرم افزاري در پيش خواهد داشت.,+1
"مموري نميخورد
پشت گوشي باز نميشود و باطري قابل تعويض نيست
سايز صفحه نسبت به گوشي هاي اندرويدي کوچکتر است
نرم افزارهاي اندرويد بيشتر و رايگان است اما اپل.",-1
به همین دلیل هم هست که ایزو تا 25600 افزایش یافته است.,+1
همچنین یک برنامه بسیار کاربردی در جهت ارائه نیز می‌باشد.,+2
"خيلي ها بهم گفتن از بين  دوربين هاي کنون و سوني ،  کنون رو انتخاب کنم اما امتيازاتي از جمله 1-سرعت فيلم برداري 2-لنز قوي کارل زايس آلماني 3- ارگونومي و طراحي ،  باعث شد که سوني رو به کنون ترجيح بدم ..",+1
اما همين دوربين در نور مناسب عکساي با کيفيت و محشري ميگيره در حالت ماکرو هم فوق العادست يکي ديگه از معايبش اينه که از سوژه هاي متحرک عکساي خوبي را ثبت نميکنه هر چي هم با تنظيماتش ور رفتم درست نميشه که نميشه در ضمن تو زوم اپتيکال بالا واقعا نويز زيادي داره چه برسه به زوم ديجيتالش !,-1
پورت micro-USB در لبه پایینی این دستگاه قرار دارد و در لبه سمت راست آن نیز کلید کم و زیاد کردن صدا تعبیه شده است.,0
اگر windos phone 8 قابل پيشرفت باشه اين گوشي يکي از بهترين انتخاب هاست .,+1
"چرا که این ایده کاملا به سود مصرف کننده است که با خرید یک دستگاه،  صاحب دو دستگاه می‌شود و ایسوس با تولید این گوشی ثابت نمود که فقط به دنبال منافع اقتصادی نبوده است.",+1
"و در انتها،  باید اذعان کنیم که با وجود مشکلات در برنامه Maps و یا کاستی‌هایی که در iOS 6 وجود دارد که شاید در اندروید 4 وجود نداشته باشد،  هنوز این سیستم عامل سریع‌ترین و روان‌ترین سیستم عامل موجود بر روی تلفن‌های همراه و تبلت ها به شمار می‌رود که به کاربر راحتی و آرامش فوق‌العاده ای را اعطا می‌نماید.",+2
این تبلت مجهز به چیپ NFC نیز می‌باشد و می‌تواند از طریق Android Beam با سایر دستگاه های مجهز به این فناوری تبادل اطلاعات داشته باشد.,+1
"من از جاي ديگه اي خريدم ولي الان که مي بينم ديجي کالا هم داره خيلي پشيمونم چون خيلي ارزونتر داره ميفروشه 
کارايي اش هم خيلي بالاست",-1
"سلام 
من بعد از چند روزي جستجوي جدي براي پيدا کردن يه لپ تاپ 2 هفته قبل به صورت اينترنتي اين لپ تاپ رو  خريدم واقعا عالي پيشنهاد من به شما هم خريدن اين لپ تاپ.",+2
در نظر بگیریم که توانایی زوم لنز دوربین های این رده تا 40 برابر هم رسیده است.,0
اين دوربين رو 8 ماهه که دارم و ازش خيلي راضيم .,+2
دوربين اين گوشي در حد مناسبي است و ميتواند با دقت 8 مگاپيکسل عکاسي کند و همچنين باکيفيت hdبه ضبط فيلم بپردازد!,+1
دوستان اين اطلاعات روي کاغذ تا واقعيت فاصله زيادي دارد.,0
متاسفانه پورت دوست داشتنی USB 3.0 در این لپ‌تاپ وجود ندارد.,-1
تنها مشکلي که من در اين مدل ديدم  اينه که وقتي به برق وصله در بدنه لپ تاب يه احساس ضعيف شوک برق گرفتگي وجود داره که اينطور که من تحقيق کردم طبيعيه!,-1
"برای شروع،  اپل تمام برنامه های اصلی خود (مانند Aperture،  iMovie،  Final Cut Pro X) را برای این صفحه نمایش به‌روزرسانی کرده است ولی برنامه های جانبی دیگر (مانند مرورگر Google Chrome) که برای چنین دقتی طراحی نشده‌اند،  به این خوبی نخواهند بود.",-1
با اين اوصافي که دوستان گفتن فکر نمي‌کنم اصلاً مناسب باشه.,-1
رم نميخوره!,-1
