,comment,sentiment
7309,با عرض LINK آقای روحانی بگین همه از بیکاری خسته LINK بی پولی خسته شدن. اونجا نشسته خیلی قشنگ با کلمات بازی LINK جای این همه حرف‌های مسخره به داد مردم LINK حرف‌های بیخود برای این ملت نان و آب نمیشه,-1
7310,آقای رشید پور.. واقعا واستون متاسفم با این برنامه‌ای که اجرا کردید شما نماینده مردم بودید,-1
7311,شما یا نمیشنوید یا خودتون به اون راه زدید. واقعا فراموش کردید چه کسانی واسه شما زحمت کشیدند اگه این قشر زحمت کش و مظلوم جامعه معلم نبود شما کجا بودید. کمی به عقب برگردید..,-1
7312,این قشر زحمت کش ازشما خواهش کردن تو برنامه تون راجع به اونها هم حرف بزنید به خصوص معلمهای حق التدریس که چهار ماه حقوق نگرفتن بعد از چهار ماه فقط یک ماه واریز شد اون هم NUM۳ واقعا میتونید درک LINK سال جدید هم هیچ گونه اعتباری برای استخدامی این قشر فراموش شده در نظر نگرفتند. فکر نکنم شما ماهی NUM۲ میلیون حقوقتون. یه سیر از یه گشنه خبر دار نداره. ای کاش کمی گوش شنوا داشتید.,-1
7313,رضا رشید پور این سوالهای مسخره هماهنگ شده چی بود پرسیدی؟... آیا مشکل مملکت ما ایناست... سوالهای کلی جوابهای کلی.. هرچند که از کوزه چیزی تراود که درون اوست.,-1
7314,خاک تو سرت رشید پور فکر کردی مردم ما متوجه ساخت وپاخت تو نشدن,-1
7315,رشید پور واقعا که با این سوالها ابروی هرچی مجریه بردی,-1
7316,این رشیدپور چقد اولتیماتوم شنید و چقد دماغشو سوزوندش😨 😨 😨 😨 بهتره بگیم کم آورد چون علنا دماغش سوخته میشد😨 😨 😨 😨 😨,-1
7317,رشیدپور میگه NUM۲ میلیون مال باخته آقای روحانی میگه۲ میلیون بعد یجور به رشیدپور نگاه میکنه که یعنی آخر برنامه خرخرتو میجوم😂 😂 😂 😂 😂,-1
7318,توهم یکی مثله بقیه‌ای تو صدا و سیما هی دروغ پشته دروغ، دیشب خوب با سوالا پیشه پا افتاده رییس جمهورو نجات دادی، یبار از این صدا و سیما حرفه راست نشنیدیم ما,-1
7319,برو از خودت خجالت بکش رشید پور,-1
7320,"خوب بود سیاه بازیتون با روحانی , بدبخت",-1
7321,اقا رشید پور دیشب تالا تو صدا سیما بودی 😂 😂 😂,1
7322,سلام سوزان هستم از تهران عاشقتونم,1
7323,دیگه شرف پیدا نمیشه,-1
7324,آقای رشید پور پس معلمان بدبخت مطالبات عقب افتاده فرهنگیان چی؟؟؟,-1
7325,دستمال کش,-1
7326,چقدر کتابی میحرفی.,0
7327,سلام و خسته نباشید خدمت شما جناب رشید پور. یه خواسته کوچکی داشتم از شما اگر میشه بیزحمت درمورد اتوبوس‌های بی آر تی هم صحبت کنید که چرا برچسب‌های تبلیغاتی نصب میکنن و از داخل بی آر تی مثله قفس میشه‌. و در شب‌ها مشخص نمیشه کدوم ایستگاه هست. ‌ و ملت عزیزمون همچنین هی باید اشتباه کنن ب خاطر این تبلیغاتا و همچنین بمونن تو اتوبوس. لطفا در این مورد هم با مسئولانش بحث داشته باشید‌. متشکرم🙏,-1
7328,سلام روز پرستار مبارک خواستم بگم پرستاران شهر من یک مشت جماعت بیخیال که بارها شاهد بی مهری شون نسبت به بیماران بودم,-1
7329,علی انصاریان رو بیارید به برنامتون... ممنون از برنامه خوبتون,1
7330,ب داد معلمان خرید خدمات برسید گناه داریم ۰۹۹۰۴۹۰۵۲۰۷,-1
7331,اونجایی ک باس حرف میزدی نزدی پس ببندین در این برنامه‌ی مزخرفو. چیشد اون حرفچ,-1
7332,آقای رشیدپور خراب کردی دربرنامه بارئیس جمهور,-1
7333,معرفی میکنم آقای پاچه خار😠 😠,-1
7334,احساسی که دیشب بهم دس داد.!,0
7335,حماقت کامل بود,-1
7336,اقای رشید پور ممنونم حرفهای مارو به اقای رئیس جمهور رسوندید در مورد خودرو هیبریدی پیگیری کنید لطفا عالی بود,1
7337,رشید پور چ گناهی داره وقتی روحانی فقط اومد پرت و پلا گفت میگه دلار پایین هم می‌آید خب اگه به حرف بود که ما مشکلی نداشتیم روحانی خجالت بکش دروغگو,-1
7338,خخخ مگه صداوسیما میبینی هنوز,1
7339,اتفاقا با این آلودگی هوا باید خودرو‌های برقی با قیمت مناسب بجای خودروهای بنزین سوز با قیمتهای نجومی وارد کنند,-1
7340,اقای رشید پور عزیز، شما مصاحبه زنده با رییس جمهور ساعت NUM NUM ۱/۴۰ دقیقه انجام شد، به صورت زنده. ولی هوای بیرون که از پرده‌ها مشخصه روشن است، چطوری ممکنه؟,0
7341,اقای رشید پور تو هم مثل مردم که اعتراض کردن باید محکم جلوش مینشستی کاش یه کم نترس بودی که جلوی خندهای اون عوضی رو میگرفتی,-1
7342,رشیدپور توهم یه ترسوی مزدور از آب درومدی,-1
7343,کاش لیست حقوق مجریهای صدا و سیما میومد بیرون! باید یه اب باریکه‌ای باشه براتون اقای رشید پور نه؟؟؟,-1
7344,ایشان بسیار متواضع و خوب نقش اجرا میکنند بسیار عالی,1
7345,دوسش دارم,1
7346,بازیشو دوس دارم,1
7347,چقدر انرژی منفی داشتن این اقااا,-1
7348,من چقد ازش بدم میاد بخاطرش شبکه رو عوض کردم,-1
7349,اخه اینم بازیگره این اقای رشید پور هم با این مهمون دعوت کردنش خیلی دره پیتی بود,-1
7350,انشاءالله که همه هنرمندان سالمو سلامت باشند,1
7351,این برنامه با توانایی آقای رشید پور فوق العادس چرا که ساعت مناسبی پخش میشه و بیننده انرژی لازم رو از برنامه حالا خورشید میگره دست آقای رشید پور و کلیه عوامل ساخت درد نکنه و خسته نباشید,1
7352,آقای بهرنگ علوی بازیگرتوانا ومتواضعی هستند برایشان آرزوی سلامتی و موفقیت دارم🌹 🌹 🌹,1
7353,لطفا از اقای همایون دعوت کنید,0
7354,آقای علوی هنرپیشه توانایی هستند خوشحالم ازشون دعوت کردید من در سریال هشت ونیم کار ایشون ومیپسندم ☘️,1
7355,ایشون همیشه عالی هسن👍 👍,1
7356,بازیشو دوست دارم.. بازیگر توانمندیه.,1
7357,بازیشون در سریال هشت و نییم دقیقه در نقش فرزین عااالی بود👏 👏 👏,1
7358,نمیدونم پیامم رو منتقل میکنید یا نه ولی امید دارم که صدای یک داغ دیده رو به گوش بقیه برسونید... پدر بزرگم در زلزله کرمانشاه لگنش شکست بردنش تهران اونجا خدا ازشون راضی باشه رسیدگی کردن.. بعد از بیست روز مارو برگردوندن به بیمارستان‌های کرمانشاه ولی اینجا ارزشی برای جان کسی قائل نبودن.. خیلی پدربزرگم و مارو زجر دادن.. یه جایی بود به اسم نقاهتگاه که مصدوم زلزله زده_ای که از استان‌های دیگه برمیگشتن تا چند روز که حالشون بهتر بشه و وضعیت خونشون مشخص بشه که زیر چادر یا خونه خرابه نرن نگهشون میداشتن.. ولی پدربزرگ من رو میگفتن کهولت سن داره نمیتونیم قبولش کنیم و هر روز التماسشون میکردیم که مارو ببرن به نقاهتگاه ولی قبول نکردن.. تا اینکه مجبور شدیم با ماشین شخصی با لگن شکسته برش گردونیم به خونه زیر چادر.. اینجام خونه ترک‌های زیادی برداشته بود همه میترسیدن برن زیرش.. پدربزرگم زیر چادر نگه داشتیم.. حدود NUM۲ ام آذر بود آوردیمش خونه زیر چادر.. توی این یک ماه که آورده_بودیم خونه همیشه به پیام رسان‌های تلگرامی همه کانال‌های صدا و سیما از باشگاه خبرنگاران جوان تا شبکه خبر و شبکه افق بعضی از خبرنگاران شرایطمون رو توضیح میدادم میگفتم تورو خدا کمکمون کنید پدربزرگم داره میمیره صدامون رو به گوش مسئولی برسونید ولی هربار پیاممون رو میخوندن و هیچ توجهی نمیکردن حتی شمارمو گذاشتم گفتم شاید به گوشیم زنگ بزنن ولی اصلا جوابمون رو ندادن تا اینکه به علت عفونت بدن پدر بزرگم و سرما خوردگی که به علت سرمای زیر چادر گرفت دو روز پیش فوت شدن.. فقط میخواستم اینو بگم که صدا و سیما با بی توجهی به ما و بعضی از مسولان با دروغ و زجرهایی که به پدربزرگم و ما دادن ظلم بزرگی در حقمون کردن چون هیچ کسیو نداشتیم هربار بهشون پناه میبردیم که کمکمون کنن ولی هیچ توجهی نمیکردن و پدر بزرگم در مظلومیت تمام مرد.. دیشب که دیگه پدربزرگم فوت شده_بود این پیامو بهشون دادم که اگر کسی صدای مظلومی رو بشنود و به کمکش نشتابد مسلمان نیست.,-1
7359,سلام و خسته نباشید میگم به تمامی دست اندرکاران برنامه‌ی خوب حالا خورشید😍 😍 و همین طور آقای رشید پور نازنین که مثل همیشه صادق و نگران مردم هستن ❤❤🙏 🙏,1
7360,یک خواهشی هم داشتم اگه لطف کنید آقای پورسرخ و به مناسبت جشنواره‌ی جام جم دعوت کنید ممنون میشم🙏 ❤🌹,0
7361,برنامتون تکرار هم داره؟؟؟,0
7362,۱۹۹۲ فقط میتونم بهتون تسلیت بگم..,-1
7363,چرا هردفعه عکسا تکرار میشه؟,0
7364,سلام بر آقا رضا رشیدپور دکتر نسخه مینویسه داروخونه نسخه رو میپیچه ارادت دارم حالاخورشید مفید و خوبه براتون NUM۱ فرستادم فلسفین جانباز NUM۲ ساله تهران,1
7365,چرا برنامه‌ی ک اجرا میکنی چند روز بعد عکساش واسه من میاد؟؟؟,-1
7366,به روز نیس،، ک بخوام نظر بدم راجع به برنامه‌ی همون روز,0
7367,یک کلاغ چهل کلاغ یعنی: کانال BBC,-1
7368,برنامتون به روز نیست که نظر بدیم,-1
7369,من تو NUM۴ شرکت کردم روزانه NUM۳ ازحسابم کم میشه چرا,-1
7370,💥 بودجه گرد و غبار خوزستان حذف شد 🔻 معاون امور مجلس سازمان حفاظت محیط‌زیست: 🔹 در لایحه بودجه پیشنهادی به مجلس شورای اسلامی NUM۳ میلیون دلار برای مقابله با گرد و غبار جنوب کشور از جمله خوزستان در نظر گرفته_شده_بود که متاسفانه توسط کمیسیون تلفیق مجلس شورای اسلامی حذف شد 🔸 اطلاع رسانی کنید ✅آقای رشید پور,-1
7371,سلام احتراما من کتابخانه‌ای زدم در خیابان و رایگان کتاب میدم به مردم و خبر ساز شدم در روزنامه خراسان و شهرآرا از من تقدیر شده میشه در راه ترویج این امر مرا یاری کنید؟؟؟ مظلومی ۰۹۱۵۵۱۰۷۷۲۹,0
7372,ازاین مجریه بدم میاد رشید پور و نشاط عالین من وقتی این مجریه هست دوست ندارم ونگاه نمیکنم برش دارید جای دیگه استفاده کنید ازش,-1
7373,موفق باشی اقای ترابیان,1
7374,سلام ما نمیتونیم وارد NUM۴ بشیم,0
7375,حمید ترابیان داره تلاش میکنه جای آقای رشید پور بگیره ولی زهی باطل این کجا واون کجا بخیال خود باقیس,-1
7376,این پرویز نشاطو نگو نپرس رقییب سر سخت آقای رشید پور است ی روز در برنامه با کمال پر رویی گفت چرا همه شما را دوست دارند؟! خلاصه کارتون سخته جناب رشید پور خدا بفریادتون برسد,-1
7377,اقای‌رشیدپورلطفا‌ازاین‌اقایون‌که‌باپارتی‌بازی‌وخودشیرینی‌به‌تهران‌می‌ایندوفرداجایگزین‌شمامیشوند‌حذرکنید,-1
7378,هیچ کس آقای رشیدپور نمیشود.,0
7379,خیلییی دوست داریم ترابیان.. بچه همیدان,1
7380,حمیدم اون پلیورلیمویی رونپوش بهت نمیاد,-1
7381,ارشا از ایسین,0
7382,باسلام خدمت آقای رشیدپور واقعابرنامتون عالیه:),1
7383,سلام اقای رشید پور تلویزیون وباز کردم شمارو ندیدم ناراحت شدم هیچ کسی نمیتونه جای شمارو پر کنه امیدوارم شنبه شمارو ببینم انشالله هرجا که هستی سلامت وتندرست باشی,-1
7384,چقدر تلخ,-1
7385,بعضی دوستان که کامنت میذارن آقای ترابیان و آقای نشاط دشمن رشیدپور هستن و میخوان جاشوبگیرن و این مدل حرفای باطل و یاوه لطف کنن برا طرز فکر خراب خودشون غصه بخورن اینا همکارن و وظیفه و نقششون برای برنامه مشخص شده و تعریف شده س چرا سعی دارین به هرچیزی دامن بزنین و جو فاسدی روایجادکنین بابا یه برنامه س بشینین ببینین لذتشو ببرین و برسین به زندگیاتون این حرفای خاله زنکی رو هم تموم کنین قباحت داره,-1
7386,ب داد سربازایی ک حقشون زیرپای سررردار مملکت، آقای کمالی گیرکرده برسید,-1
7387,کوسکش لاشی مادر جنده خیلی ازت بدم میاد لاشی پرسپولیسی باقیافه‌ی کبرت,-1
7388,جناب ترابی، ماشالا با انرژی دوسداشتنی,1
7389,سلااام... خوبین... موفق باشید,1
7390,دست شما درد نکنه...,1
7391,خداوند این دانشمندان را در پناه خود حفظ کند.,0
7392,کاش صرفه جویی ارزی این عزیزان به سو استفاده ارزی برخی دیگر منتهی نشود. 😉,-1
7393,سلام صلح به خیر,0
7394,امیرحسین از یزد,0
7395,هیچ وقت جواب منو ندادی که هیچ پس؟؟؟,-1
7396,آقای رشید پور اگه امشب حرف دل مردم نزنی فاتحه این مملکتو باید خوند درسته صداوسیما ترسو و دروغگو هست خواهشن شجاع باش ازحق مردم دفاع کن. توهم ممنوع التصویر شدی ولی باز تلاش کردی اومدی نشون بده که درد مردم درد توهم هست خواهش رییس جمهور بیخیال مملکت حسابی به چالش بکش,-1
7397,با سلام وخدا قوت از برنامه خوبتون جناب اقای رشید پورخواهشا از معلمان حق تدریس. که به نحو احسن فعالیت میکنند وهیچگونه امنیت شغلی ندارند وتا به حال چند بار مجلس قانون جذب را تصویب نمودند ودولت زیر بلر نرفتند نیز صحبت نمایید دعای سی هزار معلم پشت وپناهتان,-1
7398,سلام جون هرکی دوست دارید تبدیل وضعیت نیروهای شرکتی رو پیگیری کنید,-1
7399,سلام چرا دیشب از برجام و حذف یارانه‌ها سوال نکردید!!!؟,-1
7400,سلام آقای رشید پور لطفا ازطرف من خانواده‌ام پرستاران بیمارستان دکتر شیخ مشهدمقدس تشکر کنیدمخصوصابخش هماتولوژی، ممنون از شما,1
7401,سلام. چرا با این که انقد حرف از تولید ملی و حمایت از کالای ایرانی میزنید خودتون از پوشاک خارجی استفاده میکنید؟!!! چه دلیلی داره؟!,-1
7402,اگر اذعان میکنید که شخصیه اولأ که این برنامه مردمیه. دومأ شما در برنامه زنده برای مردم مختص به خودتون نیستین و برای مردم هستین و برای عموم پس خواهشأ شعار رو کنار بگذارین و عمل کنید.,-1
7403,سلام خدمت آقارضا رشید پور سوالی که برای همه پیش میاد و بهتر بود شما از رئیس جمهور می‌پرسیدید این استکه این یازده هزار میلیاردی که دولت از جیب مردم ایران برای مالباختگان پرداخت می‌کند را چه موسسات و یا افرادی آن را اختلاس کرده_اند و دولت برای پیگیری حقوقی آن چه کاری انجام داده_است با توجه به اینکه این موسسات بیش از یک دهه از فعالیت بدون مجوز و بامجوز آنها می‌گذرد چرا تا به حال دولت و قوه قضائیه پیگیر این مورد نبودند,-1
7404,سلام اقای کلاهبردار اقای رشیدپوراز دم نوش لاغری چه خبر ما خریدیم ولی هرچی تماس گرفتم پس نگرفتند خوب کارو کاسبی راه انداختی,-1
7405,رشید پور خیلی زشت بود ک به ریس جمهور یه مملکت ب طور رسمی گفتی ک دروغ میگی ک رفتی بازدید اگه راست میگی فیلمشو بده... بی ادبی رو پای جسارت نزار,-1
7406,اقای رشید چهار تا سوال درست از روحانی نپرسیدی از قبل هماهنگ شده_بود چی شد پس وعدهای انتخاباتی چی شد پس وعدهای برجام کل مملکت تعطیل کردن تمام پیشرفت هامونم تعطیل اینم وضع الان مردم همش دروغ روحانی فقط خیانت کرد به مردم با دروغ همه رو گول زد,-1
7407,سلام مجری طرفدار دولت، حداقل از برجام و گرانی می‌پرسیدید، از اختلاس حسین فریدون از قاچاق دختر پیروزیها دست مریزاد، طرف مردم بودید یا طرف دولت,-1
7408,ترسو... بی‌غیرت.. تو که خایه نداشتی زر بزنی.. گوه خوردی مجری شدی بیشرف,-1
7409,یه شخصیتی بود تو سریال شبهای برره به اسم جان نثار که وظیفه‌اش پاچه خواری بود. حقا که روی اونو سفید کردید! بازم یه تماس بگیرید با رئیس جمهورتون یه وقت خاطرشون مکدر نشده باشه از سوالات. از دلشون دربیارید,-1
7410,از دریاچه ارومیه هیچ صحبتی نشد در برنامه رییس جمهور!,-1
7411,سلام آقای رشید LINK چه کسانی مخاطب حالاخورشید هستن؟؟؟ اون عده ازآدمهایی هستن که صبح بیدارمیشن تا برن سر کار و تلویزیون رو روشن میکنن وصبحانه بخورن و بانشاط برن دنبال یه لقمه نون حلال برای خانوادشون وخدمت به LINK حالا که شما جا کش هستی و آینه بازتاب مشکلات مردم خودتو جازدی چرا زر میزنی وفقط ادای آدم خوبا رو LINK من و امسال من بیکاریم وهزارتا مشکل و بدبختی ک به سرمون اومده وشماها هم نسل جدید بنگاههای سود آوری رو برای خودتون راه انداختین ازطریق رسانه ملی. کونکش مگه وجدان نداشتی درمورد نه میلیون کارگر ساده ک دوساله بیکاریم یه سوال ازاون آقا بپرسی. تا خدا ازت راضی باشه‌ای بازیگر کذاب وای برتو انشالله ب روز ما LINK سمیع علیم.,-1
7412,اقای رشیدی اینا ماشین کامیونت دادن دست مردم با کارت ۶تن باقیمت NUM۳ میلیون بدون ارزش افزوده تازه باید NUM۲ میلیون هم خرجش کنی میشه NUM۳ میلیون وزن خودماشین بااتاق ۴تن وسیصد کیلو میشه بعد فقط مجازی ۲تن باربزنی درحالی که نیسان ۳تن بار میزنه بارنامه هم نمیخواد خرجش هم کمه دراین بازارکساد من راننده چقدر بشینم تا ی بار ۲تن پیدا کنم همین دوهفته پیش ۳تن و NUM۳ بارزدم گرفتن NUM۳ هزار جریمه کردن کرایه که قراربودبگیرم NUM۳ هزاربود به خدا دیگه مردن بهتراز این زندگیه شما آرزوتون باریس جمهور مصاحبه کردن بود رسیدی ولی فکرنکردی که مردم به ارزوی تو کاری ندارن به سوالات توکارداشتن شفاف بپرسی,-1
7413,رشید پور گند زدی رفت,-1
7414,برنامتونو رو زیاد دنبال نمیکنم، ولی مشخص بود گزارش زنده نبود، خب مشخصه چه نوع گزارشی بوده و هرگز اجازه نمی‌دادند که مصاحبه واقعی داشته_باشید، تا همین حد هم واقعا جرات به خرج دادید، مشکل مسئولیه که یکسری توهمات و خزعبلات رو جمع کرده به عنوان جواب به مردم میده، خداشاهده موقع گزارش سه بار حس گوسفند بودن پیدا کردم بعد اون حرفهای آقای روحانی، هر بارم جلو آینه چک کردم، مشکل از دولت نیست مشکل مردمین که حرفی نمیزنن، نیاز به تظاهرات نیست یه تحصن همگانی هم کافیه,-1
7415,کیر تو ناموس رشید پور باشه جاکش؟؟؟,-1
7416,خوبی،،، خیالت راحت مردم هرگز نادان نیستند و دیگر نمی‌توان با ماله کشی حقیقت را پنهان کرد,-1
7417,سلام وخداقوت خدمت شما، هرکس تواین جامعه به طریقی کارمیکنه وماحق توهین نداریم! اماآقای رشیدپورممنون میشیم ازلطفتون اول اینکه درموردموادمخدرکه دامن گیرخیلی ازخانوادهاشده صحبت LINK درموردکمکهای مردمی به مدارس که اجباری کردن مدیران مدرسه وازهردانش آموز NUM۳ هزارتومان می‌خواهندمدرسه دولتی، بازهم ممنون,0
7418,فقط ادعا داری هیچی نیستی,-1
7419,مصاحبه و مناظره فقط بازی با کلمات معلوم شد تو هم از همون تیپی آقای رشید پور,-1
7420,سلام من فتح اله ابحری هستم تمایل دارم هزینه خرید یک دستگاه کانکس را برای زلزله زدگان کوهبنان تقبل کنم لطفا منو راهنمایی کنید. منتظر تماس شما هستم.,0
7421,اقای رشیدپور خراب کردی خراب مخصوصا اون کلیپ کہ زمانہ انتخابات ازد پخش شدست تازگی,-1
7422,کمپین حمایت از مهندس جمشید آرین,0
7423,کمیته حقیقت یاب خودروسازی,0
7424,ن ID بی ادب😠,-1
7425,فالو لطفا😘 😘 😘 😘 😘 😘 😘 😘 😘 😘 😘,0
7426,احسنت به خواهر گلمون,1
7427,۹۳۶۲ دوست عزیز آقای رشیدپور تاهمین الانشم بخاطر زدن حرفای دل ما مردم قدرنشناس کلی خودشو توخطر انداخته یمدت طولانی هم چندسال پیش بخاطرهمین مخالفتها و رک گوییا ممنوع الکار شدن درضمن محاصبه بارئیس جمهور که مثل مصاحبه با یه مهندس یا یه داروساز سادهدکه نیست تابتونه هرجورخواست سوال بپرسه کلی دنگ و فنگ و تعهد و اما و اگر باهاش طی میشه. تاهمون حدشم دمش گرم واقعا همه خطراشو بجون خرید تاتونست اون چندتا قولو از روحانی بگیره چرا توقع بیجا ازش داریم. حداقل با یه تشکرساده دلشوخوش کنیم نه که تازه ازش طلبکارباشیم که چرا نزدی خودتو بدبخت کنی و با رییس دولت برا مردم در بندازی تا همین روزا سرتو زیر آب کنن,-1
7428,آقای رشید پور که وقت نمیکنه بشینه همه‌ی این کامنتاتونو بخونه پس لطفا سطح شعور خودتونو بااین حرفها واهانتهای رکیک نمایانگر LINK هر مسوولی این کامنتارو میخونه ازش درخواست دارم کسایی که این الفاظ زشت و رکیک رو بکارمیبرن رو مسدودکنن تاصفحه‌ی پیچ بروشون بسته LINK آخرهم ازطرف منو دوستام و خانواده م به ایشون قدردانی وسپاس مارو ابلاغ بفرمایین.,-1
7429,حق ایثارگران، بخصوص سربازان، زیر پای سردار نامحبوب مردم، کمالی,-1
7430,مایه افتخار ۰,0
7431,👏 👏 👏 👏 انشالله روز به روز موافقتر بشید و مایه افتخار 😍 😍 😍 کشورمون باشید ممنون خانم حامدی فر,1
7432,بانوان بینظیر و افتخار آفرین سرزمین ایران من,1
7433,سلام... اسم شرکتشون چیه..,0
7434,۱۹۹۰ سلام محیط کاری بنده شرکت نیست.,0
7435,نه اسم شرکت دارو سازی رو میگم,0
7436,این گزارش عالی بود,1
7437,موفق باشن,1
7438,موفق باشند وبرقرار,1
7439,۱۹۹۰ سیناژن,0
7440,بله۱,0
7441,بلی۱,0
7442,برای اینکه دورو هستی,-1
7443,بلی یک,0
7444,لطفا از اقای رشید پور انتظار تغییر مملکتو ندشته باشید. LINK انتقادم اقای رشیدپور اینه که تحصیلا همه چیز نیست برادر من.,-1
7445,من حیث المجموع خیلی برنامه‌ی خوبیست مخصوصا که مجری برنامه اقا رضای رشیدپور است اما چندتا از برنامه‌ها خوب نبود مثل حضور اقای خیابانی و صحبتهای ایشان که اصلا در شأن ابن برنامه نبود از مردم پول خواستن و دستهای خالی را نشان دادن... اگر قرار باشه مجری بشه سازنده و هر کسی کار دیگری را انجام بدهد که صحیح نیست ایشان باید مردم را ترغیب به کمک میکرد نه اینکه خودش را قاطی کند و پول بخواهد برای ساخت منزل و بگوید هر روز حسابم را چک کنید!!!... و... بهر حال علت اصلی دیدن این برنامه وجود مجری خوش فکر و اصلاح طلب ماست,1
7446,! ۱,0
7447,LINK کننده هسش,0
7448,بله صددرصد😍,1
7449,بله حرف ندارین,1
7450,بهترین برنامه تلویزیون است.,1
7451,اگه متن منو بخوانی جلوی تلویزیون میگم عالی عالی برنامتون,1
7452,بلے,0
7453,گزینه ۱,0
7454,اقای رشید پور گلی,1
7455,برنامتون حرف نداره یک یکید,1
7456,عالیه، گزینه NUM۱، اقا رشیدپور یدونه‌ای خداکنه ادامه پیدا کنه,1
7457,برنامتون بسیار عالیه امیدوارم ادامه پیدا کنه,1
7458,"اقای رشیدپور عزیز چرا درمناظره‌ی دیشب هیچ بحثی درمورد دریاچه ارومیه وتغییراقلیم یه منطقه هیچ بحثی پیش نیومد ,همه چی گل وبلبله دیگه ینی",-1
7459,اق رضا شماره ۱نجورسن یاخجی سان.,0
7460,کاش از دریاچه ارومیه هم صحبتی میکردید!,-1
7462,برنامت برای کشور ترکیه خوبه‌. امیدوارم بفهمی!,-1
7463,دمت گرم,1
7464,آقای رشیدپور اوایل برنامه خیلی جنجالی‌تر و جذاب‌تر بود. ظاهرا دست شما باز‌تر بود! با فن بیان و تجربه‌ای که شما دارید حتما می‌توانید بهتر از این به چالش بکشید.,-1
7465,آقای رشید پور ما مجری که بشینه برنامه را طبق نوشته‌های از قبل تائین شده را نمیخاهیم. ما شو‌من و فن فلبدائه گویی شما را دوست داریم 🙏 🏻 سپاس رشید پور بر خلاف قدت رشیدی و محکم هستی‌. ببخشید شوخی کردم. دوستت داریم 🙏 🏻 🙏 🏻 🙏 🏻 🙏 🏻 🙏 🏻 🙏 🏻 🙏 🏻 🙏 🏻 🙏 🏻 🙏 🏻 🙏 🏻 🙏 🏻,-1
7466,شما هم مثل عروسک خیمه شب بازی هستی,-1
7467,پاچه خوار این و اون هستدی فقط و فقط فخر فروشی میکنی هر موقع میبینمت سریع شبکه رو عوض میکنن,-1
7468,عالی. باشین همیشه,1
7469,عالی!!!,1
7470,عالی... یک... صد در صد بلی,1
7471,بهترین برنامه تلویزیون بله عالیه,1
7472,میخواستم از پسرم که NUM۲ سالشه تشکر کنم ایشون ظهر که مدرسه میان برای من ناهار درست میکنه و من هم NUM۲ سالی هست توی میوه فروشی کار میکنم پسرم هم تو این چند سال خود کفا شده,1
7473,بهترین برنامه تلویزیون میلی,-1
7474,۲۰۰۰۳۴۵. ا,0
7475,بله (NUM۱) برنامه تون بسیار عالیست، به خاطر حالا خورشید صبح زود بیدار میشیم، وگرنه تا NUM۱ صبح خوابیم,1
7476,۱عالیه,1
7477,بهترین برنامه تلوزیون درصبح برنامه شماس خداقوت به همه دست اندرکاران برنامتون👌 👌 👌 (NUM۱),1
7478,سلام مشتاقم ببینم در مصاحبه امشب با رئیس جمهور همونقدر مثل برنامت بلبل زبون و بی پروا جواب انتقادهاتو می‌گیری و یا مثل بقیه فقط سرتو به نشانه تایید حرفاش تکون میدی این مصاحبه آزمون صداقت شماست ایشالا سربلند بیرون بیایی,0
7479,با اقای نشاط ۲,0
7480,برنامه‌ی عالی و فوقالعاده ایی.. فقط کاشکی به جای شربت که نخورده مونده رو میز چایی بزارین که تو هوای سرد میچسبه لا اقل چایی داغ بخورین هزینه زیادی هم نداره تهیه کننده هم زیاد تو خرج نمیوفته...,1
7481,۱فوق العاده یی,1
7482,بله عالی ست,1
7483,معلومه ک راضیم,1
7484,۱. بله,0
7485,بله دگ رشید پور گل گلاب,1
7486,با سلام، بسیار از برنامتون راضی هستیم. عدد ۱,1
7487,بلی صد درصد ۱,1
7488,بله اقای رشیدپور ما ک راضی هستیم چرا می‌پرسین وقتی ک برنامه شما بین اینهمهه برنامه اول شد یعنی برنامه همیشه ادامه داره انشالله,1
7489,ممنون از برنامه خوبتون ۱۱۱,1
7490,خوبه یره,1
7491,جایز,0
7492,جایزش از یاد نره یره۰,0
7493,عالیه۱,1
7494,چرا داره برنامه تمام میشه هیف خیلی خوب بود خیلی,1
7495,بسیاربرنامه خوبی اجرا میکنید امیدوارم برنامه حالا خورشید ادامه داشته باشه چرا برنامه تمام میشه لطفا برای مردم توضیح بدهید,1
7496,کرینه ۱,0
7497,عالی بودین وانشالا ادامه پیدا کنه,1
7498,عدد ۱,0
7499,عالیییه موفق باشی ۱,1
7500,اقای رشید پور لطفا اون موزیک تصویری قبل متبوعات را تو کانال تلگرامتون بذارید,0
7501,بله راضی هستیم خیلی خوب هست,1
7502,برنامه خوبه ولی میگم نه تا لجتون دربیاد,1
7503,آقای رشید پور این گرم نوشی که میل میکنید چیه؟ میشه بگین لطفا؟؟,0
7504,۱بخاطر وجود آقای رشید پور☺,0
7506,سیبتون مصنوعی اقای رشید پور راست میگی از سیبتون یه گاز بگیرید یا پرتقال رو بده نشاط بخوره,-1
7507,جایزه چی میدین,0
7508,۱باسلام لطفا برنامه بازپخش داشته باشه ممنون میشیم,0
7509,بله🤗🤗🤗,1
7510,ریدی دادا! فقط داری شانتاژ خبری به نفع دولت پخش میکنی! راستشو بگو دولت برات تو کابینش جت باز کرده؟,-1
7511,حیفه تموم بشه. ما صبحا به عشق برنامه شما بیدار میشیم 😐,-1
